MARITAL_STATUS,STATE,CREDIT_BALANCE,TIME_AS_CUSTOMER,MORTGAGE_AMOUNT,BANK_FUNDS,N_OF_DEPENDENTS,HAS_CHILDREN,SALARY,CUST_ID,SEX,PROFESSION,CREDIT_CARD_LIMITS,REGION,HOUSE_OWNERSHIP,N_TRANS_WEB_BANK,BUY_INSURANCE,MONTHLY_CHECKS_WRITTEN,N_TRANS_KIOSK,AGE,MONEY_MONTLY_OVERDRAWN,LTV,T_AMOUNT_AUTOM_PAYMENTS,N_TRANS_TELLER,CHECKING_AMOUNT,N_TRANS_ATM,LTV_BIN,LAST,N_MORTGAGES,CAR_OWNERSHIP,FIRST
MARRIED,NY,0,1,1600,1700,1,YES,70880,CU13016,Female,Bank Teller,1000,NorthEast,1,300,Yes,6,1,38,54.06,25020,1152,3,25,5,HIGH,KAREEN,1,YES,CRAIG
SINGLE,MI,3,3,200,450,3,NO,65522,CU13017,Male,Programmer/Developer,1000,Midwest,1,200,No,0,1,24,53.06,24280.5,0,2,25,0,HIGH,SUNG,1,YES,BONNER
SINGLE,FL,0,4,0,590,3,NO,64857,CU13018,Male,Programmer/Developer,700,South,0,0,Yes,6,6,39,53.25,16114.25,307,2,59,3,MEDIUM,ALBERTO,0,YES,BERG
MARRIED,OH,0,1,1200,0,1,NO,66178,CU13020,Male,Lab Technician,700,Midwest,1,1200,No,1,1,42,53.06,29244.5,0,1,25,0,HIGH,RAYFORD,1,YES,YU
MARRIED,CA,0,3,1000,500,3,NO,66107,CU13021,Male,Programmer/Developer,1000,West,1,1000,No,6,1,23,53.13,24326.75,787,2,25,2,HIGH,WINFRED,1,YES,BUNDY
SINGLE,NV,0,3,254,0,3,NO,64279,CU13022,Male,Sales Representative,600,Southwest,1,254,No,0,1,37,53.06,25269.75,0,0,25,0,HIGH,GUADALUPE,1,YES,RICHMOND
SINGLE,NY,0,1,230,0,1,NO,63014,CU13024,Male,Sales Representative,1000,NorthEast,1,230,No,5,1,28,53.08,27053.5,0,0,25,1,HIGH,HIPOLITO,1,YES,GIPSON
MARRIED,OR,63,3,900,750,3,YES,61727,CU13025,Male,Programmer/Developer,1000,West,1,900,No,1,1,25,53.09,18431.75,177,3,25,1,MEDIUM,EMMETT,1,YES,STANFORD
SINGLE,NY,0,3,0,600,3,YES,57998,CU13027,Male,Programmer/Developer,1000,NorthEast,0,0,No,13,2,24,53.14,7399.5,101,2,52,2,LOW,ABDUL,0,YES,ATKINS
MARRIED,DC,0,3,700,450,3,NO,68753,CU13028,Male,PROF-40,1000,NorthEast,1,700,No,13,3,26,53.41,25288.25,3648,2,3181,4,HIGH,BENEDICT,1,YES,OCONNOR
DIVORCED,NY,0,1,4000,3850,1,YES,65401,CU13029,Female,PROF-8,2000,NorthEast,1,750,No,4,1,45,53.29,24350.25,3699,1,3458,3,HIGH,TAMEKIA,1,YES,WIGGINS
DIVORCED,NY,0,4,2000,0,6,NO,70215,CU11244,Female,Author,1500,NorthEast,1,2000,No,0,1,75,53.06,25053.75,0,0,25,0,HIGH,EBONIE,1,YES,STUBBS
SINGLE,NY,0,3,250,500,3,NO,66426,CU11245,Male,Programmer/Developer,1000,NorthEast,1,250,Yes,4,1,20,53.26,24106.5,0,2,25,3,HIGH,QUINN,1,YES,BLEVINS
MARRIED,CA,0,3,1400,1900,3,NO,60979,CU11246,Male,Secretary,1500,West,1,1400,No,2,1,31,54.95,23844.75,13939,1,13931,5,HIGH,DONNY,1,YES,FAULKNER
MARRIED,MI,0,3,1500,0,3,YES,68953,CU11247,Male,Professor,1500,Midwest,1,1500,No,2,1,24,53.09,20138.25,0,1,25,1,MEDIUM,LINWOOD,1,YES,ARMSTRONG
SINGLE,MI,0,3,0,250,3,NO,67026,CU11248,Male,Programmer/Developer,1000,Midwest,0,0,No,10,1,23,53.07,14556.5,220,2,183,1,MEDIUM,JOEL,0,YES,MCCORD
MARRIED,OR,0,4,1344,800,3,YES,70339,CU11250,Male,Publisher,1500,West,1,1344,Yes,11,6,29,53.95,21484.75,338,3,26,4,MEDIUM,TRACEY,1,YES,CHAMPAGNE
DIVORCED,MI,0,3,2342,0,3,YES,56436,CU11251,Male,PROF-51,1500,Midwest,1,2342,No,2,1,34,53.11,18009,0,1,35,2,MEDIUM,FREDRICK,1,YES,LYONS
DIVORCED,MN,0,1,2500,0,1,YES,67016,CU7725,Female,IT Staff,1000,West,1,2500,No,0,1,45,53.06,24754,0,1,25,0,HIGH,SHONDA,1,YES,BRUCE
DIVORCED,CA,9998,2,4000,4887,2,YES,64690,CU3222,Female,PROF-10,500,West,1,1087,No,2,3,45,53.17,22672.5,15400,5,3374,2,HIGH,MARYBETH,1,YES,BARNEY
MARRIED,MI,0,1,5000,14700,1,YES,61096,CU3231,Female,PROF-49,900,Midwest,1,2400,Yes,2,3,39,60.51,22674,6458,5,25,7,HIGH,DANNIELLE,1,YES,POST
MARRIED,CA,0,4,800,0,4,YES,68559,CU3267,Male,Fireman,700,West,1,800,No,3,3,55,53.11,21639.75,670,1,25,2,MEDIUM,BOOKER,1,YES,BROWER
DIVORCED,MI,0,1,3000,6000,1,YES,67448,CU3276,Female,IT Staff,1000,Midwest,1,500,Yes,9,3,39,55.39,24262,2889,4,25,5,HIGH,LUBA,1,YES,SOUZA
MARRIED,CA,0,4,1500,3250,6,NO,57906,CU3284,Male,PROF-46,1200,West,1,600,Yes,3,1,41,54.92,18576.5,1838,4,73,5,MEDIUM,MICHEAL,1,YES,BEVERLY
SINGLE,WI,0,4,229,0,4,NO,66781,CU15460,Male,PROF-3,1000,Midwest,1,229,No,0,4,26,53.06,23295.25,0,0,25,0,HIGH,LOUIE,1,YES,MCNAIR
DIVORCED,NY,0,3,3200,5850,3,NO,74759,CU15461,Male,Clerical,2000,NorthEast,1,1000,Yes,1,4,30,54.49,27189.75,477,4,25,5,HIGH,JEFFEREY,1,YES,VANDYKE
MARRIED,WA,0,3,1800,1350,3,NO,58018,CU10776,Male,Lab Technician,1500,West,1,1800,No,8,1,33,53.54,23304.5,832,3,25,4,HIGH,DESMOND,1,YES,SHAFER
MARRIED,NY,0,3,1500,1250,3,YES,54965,CU10777,Male,Technical Writer,1500,NorthEast,1,1500,Yes,13,1,23,53.14,16541.25,297,3,115,2,MEDIUM,DARRIN,1,YES,HUNTER
SINGLE,OR,0,3,520,300,3,NO,64310,CU10779,Female,PROF-27,1500,West,1,520,Yes,4,1,27,53.46,24277.5,121,2,25,4,HIGH,YING,1,YES,HAGAN
MARRIED,MN,0,4,700,0,4,NO,70200,CU14595,Male,Waiter/Waitress,1000,West,1,700,No,2,1,22,53.07,23750,0,1,25,1,HIGH,BRANDON,1,YES,CLEMENTS
MARRIED,NY,0,1,5000,3200,1,NO,75222,CU14767,Male,Software Engineer,3000,NorthEast,1,5000,Yes,3,7,27,52.85,30005.5,738,1,25,2,VERY HIGH,DERICK,1,YES,BRUNSON
MARRIED,MI,0,1,1000,700,1,NO,71020,CU11254,Female,IT Staff,1000,Midwest,1,1000,No,4,1,47,53.08,30955,590,3,536,1,VERY HIGH,KERSTIN,1,YES,ALI
DIVORCED,CA,30189,2,4350,11704,1,YES,70958,CU6317,Female,Publisher,1300,West,1,2600,No,4,0,47,54.32,26439.5,30970,7,25,5,HIGH,ROSARIA,1,YES,FORTUNE
MARRIED,TX,0,1,1500,1750,1,YES,60084,CU6318,Male,Medical Doctor,500,Southwest,1,300,No,4,0,32,53.83,21721,1032,3,261,4,MEDIUM,HUGH,1,YES,KOHLER
SINGLE,CA,0,2,0,506,0,NO,59200,CU6322,Male,PROF-43,800,West,0,0,No,1,0,44,53.35,20200,731,2,25,3,MEDIUM,RORY,0,YES,BLANCO
DIVORCED,NY,0,2,2000,1700,2,YES,60476,CU6324,Male,IT Staff,1000,NorthEast,1,600,Yes,2,9,49,53.48,22019,1759,1,25,4,HIGH,TIMMY,1,YES,MOFFETT
DIVORCED,CA,0,1,3500,6000,1,YES,62728,CU6325,Female,PROF-10,1000,West,2,1000,No,4,0,47,54.38,33882,4079,4,38,5,VERY HIGH,ALICA,2,YES,ALFARO
MARRIED,CA,0,5,701,700,5,NO,64382,CU7230,Female,Construction Laborer,1500,West,2,701,No,11,1,22,53.43,30795.5,1067,3,559,4,VERY HIGH,BRIGETTE,2,YES,PITTS
DIVORCED,CA,0,4,2000,4650,4,YES,62830,CU7231,Male,School Teacher,800,West,1,800,No,4,1,51,53.45,19807.5,14108,4,12678,4,MEDIUM,SUNG,1,YES,MAGUIRE
MARRIED,CA,0,1,1500,0,1,YES,63858,CU7232,Female,Truck Driver,800,West,1,1500,No,0,1,46,53.07,24064.5,506,0,25,1,HIGH,AMAL,1,YES,LOWE
SINGLE,NY,0,3,350,750,3,YES,62509,CU9947,Male,Programmer/Developer,1000,NorthEast,1,350,Yes,15,3,26,53.31,18727.25,225,3,117,3,MEDIUM,PEDRO,1,YES,GARCIA
MARRIED,CA,0,5,1500,0,5,YES,71679,CU9950,Female,Fireman,1000,West,1,1500,No,0,1,38,53.06,19219.75,0,2,25,0,MEDIUM,LONNIE,1,YES,DENNIS
MARRIED,MI,0,5,1500,0,5,NO,70850,CU9951,Female,IT Staff,1000,Midwest,1,1500,No,0,1,26,54.99,22812.5,0,0,25,5,HIGH,GENA,1,YES,PATRICK
SINGLE,MI,0,3,125,0,3,NO,61354,CU9952,Male,Lab Technician,1000,Midwest,1,125,No,0,1,21,53.06,22938.5,0,0,25,0,HIGH,WILTON,1,YES,CLEARY
MARRIED,NY,0,3,1308,1000,3,YES,65134,CU9953,Male,PROF-27,1000,NorthEast,1,1308,Yes,3,1,28,53.8,19583.5,877,3,25,4,MEDIUM,BUFORD,1,YES,GAGNE
SINGLE,MI,0,3,0,550,3,NO,68265,CU10015,Male,Programmer/Developer,1000,Midwest,0,0,No,4,2,27,53.09,15266.25,544,2,367,1,MEDIUM,RONNIE,0,YES,LOWERY
SINGLE,MI,0,3,300,750,3,NO,71743,CU10017,Male,Programmer/Developer,1500,Midwest,1,300,No,9,1,24,53.04,25835.75,1179,3,613,2,HIGH,ERVIN,1,YES,FROST
SINGLE,NY,0,1,557,0,1,NO,59336,CU10018,Male,Dentist,800,NorthEast,1,557,No,18,1,46,53.09,27934,679,0,171,1,HIGH,TROY,1,YES,BEAVERS
SINGLE,MI,0,4,412,0,4,NO,64678,CU10019,Female,Administrative Assistant,800,Midwest,1,412,No,1,1,54,53.13,25569.5,556,0,25,2,HIGH,LATRICE,1,YES,WASHINGTON
DIVORCED,NY,0,1,2500,0,1,YES,75571,CU10020,Male,IT Staff,1500,NorthEast,1,2500,No,14,1,27,53.11,25092.75,679,1,25,2,HIGH,TRACEY,1,YES,WHITNEY
DIVORCED,NY,0,4,2000,0,1,NO,58664,CU10021,Male,PROF-1,800,NorthEast,1,2000,No,2,1,44,53.22,29066,517,1,25,3,HIGH,REED,1,YES,DUBOIS
SINGLE,CA,0,2,0,300,0,YES,62795,CU10022,Male,Nurse,1500,West,0,0,No,0,1,23,53.06,13998.75,0,2,25,0,LOW,VIRGIL,0,NO,CALDWELL
MARRIED,NY,33417,1,12000,12050,1,YES,70323,CU10023,Female,Law Enforcement Officer,1500,NorthEast,1,12000,Yes,4,2,39,54.65,24980.75,36959,4,826,5,HIGH,KRISTY,1,YES,MERRILL
SINGLE,MN,0,3,0,0,3,NO,73033,CU10024,Male,Nurse,1500,West,0,0,No,4,1,28,53.05,16558.25,553,0,25,2,MEDIUM,TEDDY,0,YES,MAURER
MARRIED,NC,0,1,1100,850,1,NO,60012,CU7978,Male,Mason,700,South,1,1100,No,7,1,37,53.81,27203,441,3,409,4,HIGH,ABDUL,1,YES,LOZANO
MARRIED,NY,0,3,1000,0,3,NO,62804,CU7979,Male,Sales Representative,1000,NorthEast,1,1000,No,0,1,23,53.06,23501,0,0,25,0,HIGH,GARTH,1,YES,ZEPEDA
MARRIED,NY,0,1,5000,7800,1,YES,89952,CU7980,Female,IT Staff,3500,NorthEast,1,3000,Yes,4,1,35,54.75,29488,879,4,25,5,HIGH,SOMMER,1,YES,KEYS
MARRIED,CA,0,3,1100,1300,3,NO,64792,CU7982,Male,Waiter/Waitress,1000,West,1,800,No,2,2,30,53.33,24698,271,2,141,3,HIGH,SALVATORE,1,YES,SHEARER
MARRIED,NY,0,1,1500,0,1,NO,62062,CU7983,Male,PROF-37,1000,NorthEast,1,1500,No,0,1,34,53.66,27415.5,0,1,25,4,HIGH,DEANDRE,1,YES,DARBY
SINGLE,MI,0,3,0,0,3,NO,67930,CU7984,Male,Nurse,700,Midwest,0,0,No,0,1,44,53.06,16882.5,0,0,25,0,MEDIUM,ERVIN,0,NO,JARAMILLO
MARRIED,CA,0,2,1181,550,2,YES,62110,CU7985,Male,PROF-7,1000,West,1,1181,No,6,1,27,53.1,20227.5,142,2,25,2,MEDIUM,RAMON,1,YES,OBRIEN
DIVORCED,CA,15250,1,2400,5000,1,YES,59024,CU7986,Female,Fireman,1000,West,1,1000,Yes,4,8,54,53.27,23656,15566,1,25,3,HIGH,ELYSE,1,YES,GAMBLE
DIVORCED,MI,0,1,3000,3724,1,YES,63596,CU5666,Female,PROF-14,1000,Midwest,1,750,Yes,2,0,66,53.73,25999,5005,1,2674,4,HIGH,CONCETTA,1,YES,SEALS
DIVORCED,OR,0,1,2000,2620,1,YES,65927,CU5667,Male,Author,1000,West,2,720,Yes,4,0,60,52.95,35981.75,2200,4,1317,2,VERY HIGH,JORDON,2,YES,MCNALLY
MARRIED,UT,0,4,1100,3215,6,NO,68866,CU5668,Female,Author,700,Southwest,1,715,No,9,0,64,53.72,23616.5,810,1,54,4,HIGH,JOHNSIE,1,YES,GREEN
SINGLE,CA,0,2,0,4500,0,YES,66341,CU5669,Male,IT Staff,1300,West,0,1500,No,4,0,60,53.79,18585.25,15764,3,15141,4,MEDIUM,GIUSEPPE,0,YES,NIELSON
MARRIED,CA,2559,3,0,750,3,YES,67065,CU5670,Male,Bank Teller,700,West,0,250,No,5,0,73,55.15,14566.25,34101,2,23726,5,MEDIUM,BYRON,0,YES,HOOKER
MARRIED,NY,0,5,1000,250,5,NO,60501,CU5671,Female,Childcare Worker,700,NorthEast,1,1000,No,1,0,55,53.21,23125.25,748,1,239,3,HIGH,JANITA,1,YES,BOSTON
MARRIED,CA,0,2,1000,0,2,NO,60756,CU5673,Male,Fireman,500,West,2,1000,No,0,0,24,53.06,34589,505,1,25,0,VERY HIGH,DANA,2,YES,HAMLIN
WIDOWED,CA,0,4,5000,6000,4,YES,55190,CU5674,Male,IT Staff,3000,West,2,1000,Yes,2,0,71,55.53,29897.5,42477,3,20228,6,HIGH,DELMER,2,YES,TRIPP
SINGLE,NY,16009,1,0,11289,1,YES,59255,CU5675,Male,Mason,800,NorthEast,0,2300,Yes,2,0,44,54.29,12713.75,26711,4,924,5,LOW,RAFAEL,0,YES,PINA
DIVORCED,CA,88499,2,0,10200,2,YES,72385,CU5676,Male,Administrative Assistant,1400,West,0,1600,No,2,0,63,58.75,16396.25,105507,6,25,6,MEDIUM,JOESPH,0,YES,KESSLER
SINGLE,MI,0,2,0,0,0,YES,58863,CU5677,Male,Plumber,900,Midwest,0,0,No,0,0,59,53.06,16615.75,539,1,25,0,MEDIUM,ROY,0,YES,MCCOY
SINGLE,CA,586,2,0,1100,0,YES,60946,CU5679,Male,Professor,1000,West,0,0,No,3,0,61,53.13,17336.5,1566,6,431,2,MEDIUM,LUPE,0,YES,FARRELL
MARRIED,CA,0,1,951,600,1,NO,66106,CU5680,Male,Author,700,West,2,951,No,6,0,78,53.87,42826.5,20580,2,19471,4,VERY HIGH,RICKY,2,YES,PINA
SINGLE,CA,0,4,0,700,0,YES,62296,CU5681,Male,Nurse,500,West,0,0,No,5,0,60,53.21,18574,763,3,243,3,MEDIUM,HANS,0,YES,MEZA
SINGLE,NY,0,2,0,0,0,NO,65314,CU5683,Male,First-line Manager,1000,NorthEast,0,0,No,0,0,46,53.06,21928.5,506,0,25,0,MEDIUM,IRVING,0,YES,BOLDEN
DIVORCED,CA,100002,1,0,7625,1,NO,61472,CU5684,Female,Not specified,900,West,0,1625,No,4,0,60,55.55,19868,101097,3,25,6,MEDIUM,BASILIA,0,YES,LANDERS
DIVORCED,DC,0,1,2500,2116,1,YES,57822,CU5686,Female,Author,900,NorthEast,1,1058,Yes,2,0,62,53.65,24155.5,3168,1,140,4,HIGH,ALPHA,1,YES,MARSHALL
WIDOWED,CA,0,1,5000,3200,1,YES,63886,CU5687,Female,Not specified,500,West,1,1000,No,5,0,56,53.28,25071.5,2554,1,2046,3,HIGH,JACQUI,1,YES,PEOPLES
DIVORCED,NY,26127,1,0,1620,1,YES,71537,CU5688,Female,IT Staff,1000,NorthEast,0,720,No,14,6,65,53.58,17884.25,31553,3,3847,4,MEDIUM,LIBBY,0,YES,BARRERA
DIVORCED,CA,0,2,2000,5720,0,NO,70898,CU5689,Male,Author,1000,West,2,1220,No,2,0,58,52.99,44524.5,1782,4,199,2,VERY HIGH,LYNDON,2,YES,ROSAS
DIVORCED,CA,0,4,2142,1500,3,YES,67957,CU5690,Female,Author,900,West,2,2142,No,16,0,53,54.38,33289.25,841,3,321,5,VERY HIGH,VICTORIA,2,YES,HAN
SINGLE,CA,4639,1,0,4015,1,YES,70709,CU5692,Male,Waiter/Waitress,900,West,0,965,No,4,2,56,53.79,16777.25,14775,3,9240,4,MEDIUM,EDWARDO,0,YES,MICHAELS
SINGLE,CA,0,2,0,11391,0,YES,62197,CU5693,Male,Secretary,500,West,0,4225,No,2,2,69,53.15,18449.25,3262,5,1932,2,MEDIUM,SERGIO,0,YES,COLBERT
DIVORCED,NY,16512,1,0,10000,1,YES,82776,CU5695,Female,Veterinarian,3500,NorthEast,0,1700,No,4,0,53,54.5,19494,32750,2,6409,5,MEDIUM,ETHYL,0,YES,WOODWARD
SINGLE,NY,0,3,418,750,3,NO,63734,CU15372,Male,Programmer/Developer,1000,NorthEast,1,418,Yes,2,4,23,53.68,23733.5,435,3,25,4,HIGH,IVAN,1,YES,CANTRELL
DIVORCED,CA,0,1,3000,2940,1,YES,71910,CU15373,Female,Publisher,1000,West,1,900,Yes,11,3,49,56.85,26377.5,3237,1,25,6,HIGH,JENNETTE,1,YES,SNELL
MARRIED,NY,0,1,1650,0,1,NO,69237,CU14782,Male,Truck Driver,1000,NorthEast,1,1650,No,0,1,47,53.06,30509.25,0,0,25,0,VERY HIGH,RUSS,1,YES,DAVIES
DIVORCED,CA,0,3,3000,2350,3,NO,69599,CU15815,Male,Truck Driver,2500,West,1,450,No,2,2,23,52.73,25199.75,117,1,25,2,HIGH,WAYLON,1,YES,ALBERT
SINGLE,CA,0,2,0,900,0,YES,59529,CU10771,Male,Nurse,1500,West,0,0,No,7,1,36,53.74,14482.25,3896,3,25,4,MEDIUM,ARLEN,0,YES,MABRY
MARRIED,NY,0,4,1500,1450,3,YES,75436,CU10772,Male,Sales Representative,1500,NorthEast,1,1500,No,8,3,39,53.6,23759,823,3,432,4,HIGH,EMMITT,1,YES,YATES
MARRIED,NY,0,5,10000,0,5,YES,54733,CU10773,Female,PROF-49,1500,NorthEast,1,10000,Yes,16,1,35,55.22,14683.25,3164,1,252,5,MEDIUM,BEATA,1,YES,PELLETIER
DIVORCED,NM,0,1,3000,2350,1,YES,60812,CU10775,Male,IT Staff,1500,Southwest,1,450,Yes,8,1,29,53.84,21603,344,1,163,4,MEDIUM,AMBROSE,1,YES,UNDERWOOD
SINGLE,WI,0,1,270,0,1,NO,69081,CU10547,Male,Author,800,Midwest,1,270,No,0,1,73,53.06,33070.25,0,0,25,0,VERY HIGH,TRENT,1,YES,PATE
MARRIED,DC,0,5,6000,4750,5,YES,61740,CU10548,Male,PROF-14,1500,NorthEast,1,950,No,9,1,27,53.59,15635,2558,1,2525,4,MEDIUM,BRYON,1,YES,FELIX
MARRIED,MI,0,1,1500,1400,1,YES,61186,CU10549,Female,Construction Laborer,800,Midwest,1,1500,Yes,3,1,44,54.28,23196.5,588,3,25,5,HIGH,JERRIE,1,YES,WHITE
SINGLE,NY,0,1,385,0,1,NO,64182,CU10552,Male,Dentist,1500,NorthEast,1,385,No,0,1,38,53.06,28345.5,0,0,25,0,HIGH,ISMAEL,1,YES,NORRIS
DIVORCED,CA,0,1,4000,0,1,YES,58367,CU11951,Male,Software Engineer,2000,West,1,4000,No,4,4,42,54.36,22291.75,1020,1,25,5,HIGH,MAX,1,YES,KENNY
SINGLE,MN,0,3,0,0,3,NO,62716,CU12293,Male,Nurse,2500,West,0,0,No,0,4,33,53.06,14479,0,0,25,0,MEDIUM,FREDDY,0,NO,ENGLISH
SINGLE,NY,0,3,634,200,3,NO,75516,CU12294,Male,Veterinarian,1500,NorthEast,1,634,No,4,4,22,53.05,26579,425,1,414,2,HIGH,BEAU,1,YES,PRUITT
SINGLE,CA,0,2,0,0,0,NO,58476,CU12296,Male,Administrative Assistant,1500,West,0,0,No,0,4,0,53.06,0,536,0,25,0,LOW,WILLARD,0,YES,WILKINSON
SINGLE,CA,0,2,0,0,0,NO,64340,CU12297,Male,IT Staff,1500,West,0,0,No,0,4,0,53.06,0,538,0,25,0,LOW,SHAWN,0,YES,OVERTON
MARRIED,CA,0,1,1034,250,1,NO,72777,CU12298,Male,PROF-27,2500,West,1,1034,No,10,4,35,53.15,30194.25,0,2,75,2,VERY HIGH,OTTO,1,YES,MATLOCK
SINGLE,NY,0,3,0,500,3,NO,70047,CU12299,Male,Programmer/Developer,1500,NorthEast,0,0,No,3,4,20,53.01,15011.75,0,2,25,2,MEDIUM,FLORENCIO,0,NO,CLAYTON
MARRIED,NY,0,3,1762,350,3,NO,78409,CU12300,Male,PROF-7,2500,NorthEast,1,1762,No,11,4,32,53.08,28302.25,0,2,25,1,HIGH,STUART,1,YES,SCHAFER
WIDOWED,OH,0,5,5000,4000,5,YES,80859,CU12301,Male,Homemaker,4000,Midwest,1,600,Yes,3,3,51,54.8,22814.75,969,1,25,5,HIGH,ARTURO,1,YES,NEWBY
SINGLE,NY,0,3,500,500,3,NO,56951,CU12302,Male,Secretary,1500,NorthEast,1,500,Yes,2,4,19,53.43,21637.75,169,2,25,4,MEDIUM,VINCE,1,YES,SNELL
SINGLE,NY,0,3,230,0,3,NO,57106,CU11377,Male,PROF-3,1000,NorthEast,1,230,No,0,1,17,53.06,21476.5,0,1,25,0,MEDIUM,REGGIE,1,YES,DANIELS
SINGLE,NY,0,3,0,0,3,NO,65616,CU11378,Male,Programmer/Developer,1000,NorthEast,0,0,No,0,1,21,53.87,14004,0,1,25,4,MEDIUM,JAMIE,0,NO,CARTER
SINGLE,NY,0,3,0,350,3,YES,57558,CU13160,Male,Programmer/Developer,1000,NorthEast,0,0,Yes,3,1,23,53.03,7189.5,201,2,25,2,LOW,GIUSEPPE,0,YES,KISER
SINGLE,NY,0,2,0,0,0,NO,60601,CU13161,Male,Construction Laborer,1000,NorthEast,0,0,No,0,1,21,53.06,18250.25,0,0,25,0,MEDIUM,LUCAS,0,NO,SPANGLER
SINGLE,NY,0,2,0,0,0,NO,62408,CU13162,Male,Construction Laborer,1000,NorthEast,0,0,No,0,1,23,53.06,18902,0,0,25,0,MEDIUM,JORDON,0,NO,MCGOWAN
SINGLE,MN,0,1,333,0,1,NO,57233,CU14337,Male,Technical Writer,2500,West,1,333,No,0,1,45,53.06,27308.25,0,0,25,0,HIGH,KENT,1,YES,MILLIGAN
DIVORCED,FL,7699,1,4000,3200,1,YES,72999,CU11730,Female,Programmer/Developer,2000,South,1,600,Yes,17,10,33,54.42,25049.75,14235,3,6190,5,HIGH,REMONA,1,YES,SISK
MARRIED,NY,0,3,700,350,3,NO,60798,CU11732,Male,Programmer/Developer,1000,NorthEast,1,700,No,17,1,23,53.04,22999.5,146,2,134,2,HIGH,THEODORE,1,YES,SIMON
MARRIED,DC,0,5,1120,250,5,YES,62638,CU11734,Female,First-line Manager,1000,NorthEast,1,1120,No,1,1,36,53.31,16759.5,0,2,25,3,MEDIUM,NELIDA,1,YES,PONDER
SINGLE,FL,0,3,0,500,3,NO,62539,CU11735,Male,Programmer/Developer,1000,South,0,0,Yes,0,1,19,53.08,13034.75,0,2,25,1,LOW,JAMIE,0,NO,FLEMING
MARRIED,NV,0,1,5000,4900,1,NO,61928,CU13749,Female,Not specified,3000,Southwest,1,850,Yes,3,1,45,56.68,28482,2482,1,25,6,HIGH,DAHLIA,1,YES,HATFIELD
MARRIED,NY,0,3,1300,1900,3,YES,62082,CU13767,Male,School Teacher,1500,NorthEast,1,1300,Yes,3,1,39,54.94,19920.5,934,1,25,5,MEDIUM,SAUL,1,YES,ARNOLD
MARRIED,NY,0,3,700,0,3,NO,57356,CU13804,Male,Construction Laborer,1000,NorthEast,1,700,No,3,1,22,52.96,22039,358,1,25,2,HIGH,MATT,1,YES,DAWSON
SINGLE,MN,0,1,180,0,1,NO,69796,CU13812,Male,Administrative Assistant,1000,West,1,180,No,0,1,21,53.06,28049,0,0,25,0,HIGH,ARTURO,1,YES,CHUNG
MARRIED,NY,0,3,700,0,3,NO,57608,CU13828,Male,Plumber,1000,NorthEast,1,700,No,2,1,27,53.08,22602,0,0,25,1,HIGH,CHRISTOPER,1,YES,CHENG
MARRIED,MI,0,3,1100,0,3,NO,68225,CU13860,Male,PROF-10,1000,Midwest,1,1100,No,1,1,28,53.07,25356.25,0,0,25,1,HIGH,REYES,1,YES,PHELPS
MARRIED,NY,0,3,1500,1400,3,YES,67252,CU13868,Male,Lab Technician,1000,NorthEast,1,1500,Yes,4,1,32,54.06,20513,857,3,25,5,MEDIUM,RON,1,YES,TRUJILLO
MARRIED,NY,0,1,750,700,1,NO,60109,CU13876,Male,Programmer/Developer,700,NorthEast,1,750,Yes,16,1,33,53.65,26827.25,335,3,25,4,HIGH,CHAD,1,YES,LOPES
SINGLE,MI,0,3,369,0,3,NO,65326,CU13885,Male,Nurse,700,Midwest,1,369,No,0,1,32,53.05,25031.5,0,0,25,2,HIGH,RORY,1,YES,STOUT
SINGLE,CA,0,3,136,0,3,NO,64330,CU13893,Male,Nurse,1000,West,1,136,No,0,1,22,53.06,23782.5,0,0,25,0,HIGH,LAMAR,1,YES,GARRISON
MARRIED,IL,0,1,6000,3500,1,NO,42891,CU13933,Male,IT Staff,5000,Midwest,1,1000,No,4,1,24,52.72,21622.75,856,1,25,2,MEDIUM,ELVIN,1,YES,VERA
SINGLE,CA,0,3,0,250,3,NO,57502,CU13950,Male,Programmer/Developer,1000,West,0,0,No,2,1,20,53.11,11875.5,0,2,25,2,LOW,LAMONT,0,NO,STAFFORD
DIVORCED,CA,0,1,3000,3400,1,NO,64939,CU13958,Female,Lab Technician,1500,West,1,500,No,1,1,41,53.92,28834.75,416,1,25,4,HIGH,DONNA,1,YES,DONNELLY
SINGLE,NY,0,3,250,600,3,NO,70332,CU13988,Male,Programmer/Developer,1000,NorthEast,1,250,Yes,8,1,21,53.53,25183,352,2,25,4,HIGH,RONALD,1,YES,CARDONA
SINGLE,NY,0,3,0,250,3,YES,60094,CU13997,Male,Programmer/Developer,1000,NorthEast,0,0,No,4,3,27,52.98,8223.5,676,2,25,2,LOW,DAVIS,0,YES,MEYER
DIVORCED,NY,0,1,2289,2401,1,NO,64094,CU14005,Female,Homemaker,1500,NorthEast,1,1,No,3,1,32,53.63,27723.5,650,2,426,4,HIGH,RASHEEDA,1,YES,PICKETT
MARRIED,NY,0,3,746,0,3,NO,63129,CU14014,Male,Programmer/Developer,1000,NorthEast,1,746,No,0,1,25,53.06,23782.25,0,1,25,0,HIGH,ARLIE,1,YES,SLATER
SINGLE,NY,0,3,400,300,3,NO,57571,CU14022,Male,Sales Representative,1000,NorthEast,1,400,No,5,1,26,53.15,22492.75,0,2,25,2,HIGH,SUNG,1,YES,SORENSON
